i,j,k,sidx,da0f878c-c524-622b-50a5-a1f39b6c2075,12b66d3d-838e-2ffe-fd52-9d5144e33e5e,e3f3cfcf-5bc4-f7c9-5364-72151d2f9d70
0,2,0,75,6.534861248,Greywacke,FALSE
0,2,0,77,5.813468112,Greywacke,FALSE
0,2,0,78,5.505090111,Greywacke,FALSE
0,2,0,81,6.194341918,Greywacke,FALSE
0,2,0,82,6.825915529,Greywacke,FALSE
0,2,0,84,4.064505332,Basement,FALSE
0,2,0,85,4.647571499,Basement,FALSE
0,2,0,87,4.250555886,Basement,FALSE
0,2,0,88,4.941378821,Basement,FALSE
0,2,0,90,3.946309908,Basement,FALSE
0,2,0,91,5.111785085,Greywacke,FALSE
0,2,0,94,6.512795402,Greywacke,FALSE
0,2,0,95,5.820223533,Greywacke,FALSE
0,2,0,97,4.062624566,Basement,FALSE
0,2,0,98,5.345355067,Greywacke,FALSE
0,2,0,100,3.434756723,Basement,FALSE
0,2,0,101,7.456274207,Greywacke,FALSE
0,2,0,103,7.465371295,Greywacke,FALSE
0,2,0,104,5.681367965,Greywacke,FALSE
0,2,1,3,9.442952632,Greywacke,FALSE
0,2,1,4,9.514932433,Greywacke,FALSE
0,2,1,6,9.755897028,Greywacke,FALSE
0,2,1,7,7.063828337,Greywacke,FALSE
0,2,1,9,11.27252971,Sandstone,FALSE
0,2,1,10,7.434135161,Greywacke,FALSE
0,2,1,12,6.104582724,Greywacke,FALSE
0,2,1,13,5.685953835,Greywacke,FALSE
0,2,1,16,10.32165913,Sandstone,FALSE
0,2,1,17,5.5186499,Greywacke,FALSE
0,2,1,19,7.039185889,Greywacke,FALSE
0,2,1,20,8.033797246,Greywacke,FALSE
0,2,1,22,5.465824914,Greywacke,FALSE
0,2,1,23,7.702723036,Greywacke,FALSE
0,2,1,25,8.028963677,Greywacke,FALSE
0,2,1,26,8.683209561,Greywacke,FALSE
0,2,1,29,7.886668173,Greywacke,FALSE
0,2,1,30,7.756096243,Greywacke,FALSE
0,2,1,32,7.695605697,Greywacke,FALSE
0,2,1,33,8.833416625,Greywacke,FALSE
0,2,1,35,9.756042304,Greywacke,FALSE
0,2,1,36,11.56810258,Sandstone,FALSE
0,2,1,38,5.997484543,Greywacke,FALSE
0,2,1,39,6.559559261,Greywacke,FALSE
0,2,1,42,5.40089509,Greywacke,FALSE
0,2,1,43,10.53096376,Sandstone,FALSE
0,2,1,45,9.113625234,Greywacke,FALSE
0,2,1,46,6.611831013,Greywacke,FALSE
0,2,1,48,9.433963601,Greywacke,FALSE
0,2,1,49,10.78980413,Sandstone,FALSE
0,2,1,51,4.97469162,Basement,FALSE
0,2,1,52,7.460259737,Greywacke,FALSE
0,2,1,55,9.223386471,Greywacke,FALSE
0,2,1,56,11.21627077,Sandstone,FALSE
0,2,1,58,8.593706109,Greywacke,FALSE
0,2,1,59,7.475748776,Greywacke,FALSE
0,2,1,61,10.35638968,Sandstone,FALSE
0,2,1,62,9.127997934,Greywacke,FALSE
0,2,1,64,11.10443969,Sandstone,FALSE
0,2,1,65,5.962987958,Greywacke,FALSE
0,2,1,68,11.24016187,Sandstone,FALSE
0,2,1,69,8.605086468,Greywacke,FALSE
0,2,1,71,7.940443345,Greywacke,FALSE
0,2,1,72,7.60069293,Greywacke,FALSE
0,2,1,74,10.23902182,Sandstone,FALSE
0,2,1,75,6.746135975,Greywacke,FALSE
0,2,1,77,9.368250296,Greywacke,FALSE
0,2,1,78,9.496007914,Greywacke,FALSE
0,2,1,81,10.48231392,Sandstone,FALSE
0,2,1,82,9.924623936,Greywacke,FALSE
0,2,1,84,5.575492532,Greywacke,FALSE
0,2,1,85,6.597021304,Greywacke,FALSE
0,2,1,87,8.868426895,Greywacke,FALSE
0,2,1,88,5.329370641,Greywacke,FALSE
0,2,1,90,11.57037516,Sandstone,FALSE
0,2,1,91,11.34752461,Sandstone,FALSE
0,2,1,94,8.546432092,Greywacke,FALSE
0,2,1,95,9.764578195,Greywacke,FALSE
0,2,1,97,7.813414242,Greywacke,FALSE
0,2,1,98,11.30470342,Sandstone,FALSE
0,2,1,100,5.210450461,Greywacke,FALSE
0,2,1,101,11.24295524,Sandstone,FALSE
0,2,1,103,6.131039334,Greywacke,FALSE
0,2,1,104,5.884353496,Greywacke,FALSE
0,2,2,3,9.45339908,Greywacke,FALSE
0,2,2,4,9.684717569,Greywacke,FALSE
0,2,2,6,8.307564398,Greywacke,FALSE
0,2,2,7,9.066491906,Greywacke,FALSE
0,2,2,9,8.812368456,Greywacke,FALSE
0,2,2,10,9.285215126,Greywacke,FALSE
0,2,2,12,8.744132856,Greywacke,FALSE
0,2,2,13,9.317987419,Greywacke,FALSE
0,2,2,16,6.290894691,Greywacke,FALSE
0,2,2,17,5.737564528,Greywacke,FALSE
0,2,2,19,5.300475258,Greywacke,FALSE
0,2,2,20,9.891596345,Greywacke,FALSE
0,2,2,22,7.271131246,Greywacke,FALSE
0,2,2,23,7.312735403,Greywacke,FALSE
0,2,2,25,6.68228791,Greywacke,FALSE
0,2,2,26,8.00114143,Greywacke,FALSE
0,2,2,29,5.673361464,Greywacke,FALSE
0,2,2,30,9.746000172,Greywacke,FALSE
0,2,2,32,5.105436223,Greywacke,FALSE
0,2,2,33,8.581046052,Greywacke,FALSE
0,2,2,35,9.422199326,Greywacke,FALSE
0,2,2,36,5.039964137,Greywacke,FALSE
0,2,2,38,6.26667617,Greywacke,FALSE
0,2,2,39,9.118831942,Greywacke,FALSE
0,2,2,42,5.874767993,Greywacke,FALSE
0,2,2,43,5.744104588,Greywacke,FALSE
0,2,2,45,4.440770637,Basement,FALSE
0,2,2,46,5.804262893,Greywacke,FALSE
0,2,2,48,9.490151211,Greywacke,FALSE
0,2,2,49,5.751585055,Greywacke,FALSE
0,2,2,51,6.510134318,Greywacke,FALSE
0,2,2,52,8.584042994,Greywacke,FALSE
0,2,2,55,7.671031575,Greywacke,FALSE
0,2,2,56,7.645621966,Greywacke,FALSE
0,2,2,58,4.605529956,Basement,FALSE
0,2,2,59,10.09888278,Sandstone,FALSE
0,2,2,61,7.802080075,Greywacke,FALSE
0,2,2,62,9.432414396,Greywacke,FALSE
0,2,2,64,7.014991708,Greywacke,FALSE
0,2,2,65,4.552665571,Basement,FALSE
0,2,2,68,5.806388404,Greywacke,FALSE
0,2,2,69,8.884473389,Greywacke,FALSE
0,2,2,71,5.068245724,Greywacke,FALSE
0,2,2,72,5.443048447,Greywacke,FALSE
0,2,2,74,4.921553577,Basement,FALSE
0,2,2,75,10.06326283,Sandstone,FALSE
0,2,2,77,4.552015098,Basement,FALSE
0,2,2,78,9.536691138,Greywacke,FALSE
0,2,2,81,6.38766836,Greywacke,FALSE
0,2,2,82,7.413001809,Greywacke,FALSE
0,2,2,84,7.848321267,Greywacke,FALSE
0,2,2,85,6.714088838,Greywacke,FALSE
0,2,2,87,9.115004874,Greywacke,FALSE
0,2,2,88,5.811100558,Greywacke,FALSE
0,2,2,90,4.396964024,Basement,FALSE
0,2,2,91,5.132579373,Greywacke,FALSE
0,2,2,94,5.130411338,Greywacke,FALSE
0,2,2,95,6.698062496,Greywacke,FALSE
0,2,2,97,9.236678099,Greywacke,FALSE
0,2,2,98,6.467649338,Greywacke,FALSE
0,2,2,100,5.69521062,Greywacke,FALSE
0,2,2,101,6.278083439,Greywacke,FALSE
0,2,2,103,7.571945911,Greywacke,FALSE
0,2,2,104,6.708524785,Greywacke,FALSE
0,2,3,3,5.361391319,Greywacke,FALSE
0,2,3,4,7.963430618,Greywacke,FALSE
0,2,3,6,3.887254365,Basement,FALSE
0,2,3,7,5.371501083,Greywacke,FALSE
0,2,3,9,3.701843576,Basement,FALSE
0,2,3,10,5.21059976,Greywacke,FALSE
0,2,3,12,7.691279066,Greywacke,FALSE
0,2,3,13,6.617960946,Greywacke,FALSE
0,2,3,16,6.718920933,Greywacke,FALSE
0,2,3,17,7.203696344,Greywacke,FALSE
0,2,3,19,7.072885664,Greywacke,FALSE
0,2,3,20,4.784112533,Basement,FALSE
0,2,3,22,3.545888833,Basement,FALSE
0,2,3,23,7.159797979,Greywacke,FALSE
0,2,3,25,5.68272192,Greywacke,FALSE
0,2,3,26,5.586431219,Greywacke,FALSE
0,2,3,29,4.336583994,Basement,FALSE
0,2,3,30,4.199067966,Basement,FALSE
0,2,3,32,4.687636438,Basement,FALSE
0,2,3,33,5.602348455,Greywacke,FALSE
0,2,3,35,5.525379961,Greywacke,FALSE
0,2,3,36,6.178877487,Greywacke,FALSE
0,2,3,38,5.948043813,Greywacke,FALSE
0,2,3,39,5.445076472,Greywacke,FALSE
0,2,3,42,6.85242335,Greywacke,FALSE
0,2,3,43,4.774801035,Basement,FALSE
0,2,3,45,7.533526672,Greywacke,FALSE
0,2,3,46,3.89287788,Basement,FALSE
0,2,3,48,5.713554195,Greywacke,FALSE
0,2,3,49,7.272533259,Greywacke,FALSE
0,2,3,51,6.756373874,Greywacke,FALSE
0,2,3,52,7.560983943,Greywacke,FALSE
0,2,3,55,3.980900386,Basement,FALSE
0,2,3,56,3.916480068,Basement,FALSE
0,2,3,58,7.85748011,Greywacke,FALSE
0,2,3,59,3.768638286,Basement,FALSE
0,2,3,61,7.592247384,Greywacke,FALSE
0,2,3,62,5.948624889,Greywacke,FALSE
0,2,3,64,4.45287478,Basement,FALSE
0,2,3,65,7.927212629,Greywacke,FALSE
0,2,3,68,7.530527956,Greywacke,FALSE
0,2,3,69,4.070013643,Basement,FALSE
0,2,3,71,6.157225945,Greywacke,FALSE
0,2,3,72,5.071649313,Greywacke,FALSE
0,2,3,74,5.907183371,Greywacke,FALSE
0,2,3,75,7.207984236,Greywacke,FALSE
0,2,3,77,4.768455628,Basement,FALSE
0,2,3,78,5.29121605,Greywacke,FALSE
0,2,3,81,4.18396805,Basement,FALSE
0,2,3,82,3.92169705,Basement,FALSE
0,2,3,84,7.329084196,Greywacke,FALSE
0,2,3,85,3.773595611,Basement,FALSE
0,2,3,87,6.065242095,Greywacke,FALSE
0,2,3,88,4.320550423,Basement,FALSE
0,2,3,90,5.209819515,Greywacke,FALSE
0,2,3,91,3.991425177,Basement,FALSE
0,2,3,94,6.865167785,Greywacke,FALSE
0,2,3,95,5.904167567,Greywacke,FALSE
0,2,3,97,4.488178087,Basement,FALSE
0,2,3,98,5.255766782,Greywacke,FALSE
0,2,3,100,5.584107931,Greywacke,FALSE
0,2,3,101,4.048248236,Basement,FALSE
0,2,3,103,6.422893261,Greywacke,FALSE
0,2,3,104,6.679840696,Greywacke,FALSE
0,3,0,3,4.571060265,Basement,FALSE
0,3,0,4,6.874437723,Greywacke,FALSE
0,3,0,6,5.686656291,Greywacke,FALSE
0,3,0,7,6.423291403,Greywacke,FALSE
0,3,0,9,5.410289849,Greywacke,FALSE
0,3,0,10,5.589386082,Greywacke,FALSE
0,3,0,12,4.431023673,Basement,FALSE
0,3,0,13,6.52209536,Greywacke,FALSE
0,3,0,16,3.357128572,Basement,FALSE
0,3,0,17,4.973981571,Basement,FALSE
0,3,0,19,3.823625133,Basement,FALSE
0,3,0,20,4.978273041,Basement,FALSE
0,3,0,22,5.482294413,Greywacke,FALSE
0,3,0,23,6.160835461,Greywacke,FALSE
0,3,0,25,3.339295609,Basement,FALSE
0,3,0,26,5.153838716,Greywacke,FALSE
0,3,0,29,6.164788382,Greywacke,FALSE
0,3,0,30,6.330913574,Greywacke,FALSE
0,3,0,32,5.506472285,Greywacke,FALSE
0,3,0,33,4.494014169,Basement,FALSE
0,3,0,35,5.828942241,Greywacke,FALSE
0,3,0,36,3.720503621,Basement,FALSE
0,3,0,38,3.881104673,Basement,FALSE
0,3,0,39,6.555501889,Greywacke,FALSE
0,3,0,42,3.520867775,Basement,FALSE
0,3,0,43,5.811301726,Greywacke,FALSE
0,3,0,45,7.020272279,Greywacke,FALSE
0,3,0,46,6.807403487,Greywacke,FALSE
0,3,0,48,4.345820077,Basement,FALSE
0,3,0,49,5.421245075,Greywacke,FALSE
0,3,0,51,3.095123244,Basement,FALSE
0,3,0,52,7.053368602,Greywacke,FALSE
0,3,0,55,5.695485549,Greywacke,FALSE
0,3,0,56,5.934958193,Greywacke,FALSE
0,3,0,58,6.689922114,Greywacke,FALSE
0,3,0,59,3.662907777,Basement,FALSE
0,3,0,61,5.480847295,Greywacke,FALSE
0,3,0,62,6.672721122,Greywacke,FALSE
0,3,0,64,6.214262437,Greywacke,FALSE
0,3,0,65,3.219732512,Basement,FALSE
0,3,0,68,6.417119011,Greywacke,FALSE
0,3,0,69,5.183231638,Greywacke,FALSE
0,3,0,71,5.128626713,Greywacke,FALSE
0,3,0,72,6.27649849,Greywacke,FALSE
0,3,0,74,6.820209985,Greywacke,FALSE
0,3,0,75,5.928798914,Greywacke,FALSE
0,3,0,77,5.138315575,Greywacke,FALSE
0,3,0,78,3.247241845,Basement,FALSE
0,3,0,81,6.424215044,Greywacke,FALSE
0,3,0,82,5.427729114,Greywacke,FALSE
0,3,0,84,5.190560435,Greywacke,FALSE
0,3,0,85,6.719479198,Greywacke,FALSE
0,3,0,87,3.681573655,Basement,FALSE
0,3,0,88,5.129493832,Greywacke,FALSE
0,3,0,90,4.718005695,Basement,FALSE
0,3,0,91,4.297633037,Basement,FALSE
0,3,0,94,4.06410568,Basement,FALSE
0,3,0,95,4.478580446,Basement,FALSE
0,3,0,97,4.561835731,Basement,FALSE
0,3,0,98,6.798544091,Greywacke,FALSE
0,3,0,100,5.991542488,Greywacke,FALSE
0,3,0,101,6.087563438,Greywacke,FALSE
0,3,0,103,6.905175024,Greywacke,FALSE
0,3,0,104,7.006862565,Greywacke,FALSE
0,3,1,3,7.86697721,Greywacke,FALSE
0,3,1,4,5.886434551,Greywacke,FALSE
0,3,1,6,8.676489245,Greywacke,FALSE
0,3,1,7,12.1119746,Sandstone,FALSE
0,3,1,9,5.800509635,Greywacke,FALSE
0,3,1,10,10.18657553,Sandstone,FALSE
0,3,1,12,10.78798549,Sandstone,FALSE
0,3,1,13,7.626489835,Greywacke,FALSE
0,3,1,16,10.61152492,Sandstone,FALSE
0,3,1,17,11.94207466,Sandstone,FALSE
0,3,1,19,8.039305446,Greywacke,FALSE
0,3,1,20,12.39281154,Sandstone,FALSE
0,3,1,22,10.2936801,Sandstone,FALSE
0,3,1,23,7.266730078,Greywacke,FALSE
0,3,1,25,8.583872038,Greywacke,FALSE
0,3,1,26,10.95776857,Sandstone,FALSE
0,3,1,29,5.817933613,Greywacke,FALSE
0,3,1,30,7.848655618,Greywacke,FALSE
0,3,1,32,10.41131549,Sandstone,FALSE
0,3,1,33,11.59893856,Sandstone,FALSE
0,3,1,35,5.881813045,Greywacke,FALSE
0,3,1,36,10.67249036,Sandstone,FALSE
0,3,1,38,11.88660134,Sandstone,FALSE
0,3,1,39,6.699478683,Greywacke,FALSE
0,3,1,42,11.19963825,Sandstone,FALSE
0,3,1,43,7.183531164,Greywacke,FALSE
0,3,1,45,11.94840585,Sandstone,FALSE
0,3,1,46,6.653010371,Greywacke,FALSE
0,3,1,48,6.42263173,Greywacke,FALSE
0,3,1,49,7.604641777,Greywacke,FALSE
0,3,1,51,8.03197541,Greywacke,FALSE
0,3,1,52,11.12756901,Sandstone,FALSE
0,3,1,55,9.537109438,Greywacke,FALSE
0,3,1,56,11.95777736,Sandstone,FALSE
0,3,1,58,12.09398807,Sandstone,FALSE
0,3,1,59,7.64264844,Greywacke,FALSE
0,3,1,61,12.06345274,Sandstone,FALSE
0,3,1,62,5.821342496,Greywacke,FALSE
0,3,1,64,6.489487063,Greywacke,FALSE
0,3,1,65,10.47802829,Sandstone,FALSE
0,3,1,68,5.974137048,Greywacke,FALSE
0,3,1,69,12.09356211,Sandstone,FALSE
0,3,1,71,11.82214714,Sandstone,FALSE
0,3,1,72,8.682436432,Greywacke,FALSE
0,3,1,74,9.379926155,Greywacke,FALSE
0,3,1,75,6.802999485,Greywacke,FALSE
0,3,1,77,9.255028186,Greywacke,FALSE
0,3,1,78,6.530628439,Greywacke,FALSE
0,3,1,81,10.00590224,Sandstone,FALSE
0,3,1,82,7.378833204,Greywacke,FALSE
0,3,1,84,8.56505675,Greywacke,FALSE
0,3,1,85,6.621571072,Greywacke,FALSE
0,3,1,87,7.30505497,Greywacke,FALSE
0,3,1,88,11.00040432,Sandstone,FALSE
0,3,1,90,8.96810478,Greywacke,FALSE
0,3,1,91,11.29477606,Sandstone,FALSE
0,3,1,94,12.54725671,Sandstone,FALSE
0,3,1,95,8.952335299,Greywacke,FALSE
0,3,1,97,12.58481971,Sandstone,FALSE
0,3,1,98,10.66797691,Sandstone,FALSE
0,3,1,100,10.71223181,Sandstone,FALSE
0,3,1,101,8.941991473,Greywacke,FALSE
0,3,1,103,6.177988273,Greywacke,FALSE
0,3,1,104,10.96534313,Sandstone,FALSE
0,3,2,3,8.520927751,Greywacke,FALSE
0,3,2,4,14.88111847,Sandstone,FALSE
0,3,2,6,11.93015751,Sandstone,FALSE
0,3,2,7,9.812221326,Greywacke,FALSE
0,3,2,9,8.805423182,Greywacke,FALSE
0,3,2,10,7.619655261,Greywacke,FALSE
0,3,2,12,9.912754906,Greywacke,FALSE
0,3,2,13,7.807886185,Greywacke,FALSE
0,3,2,16,12.85285308,Sandstone,FALSE
0,3,2,17,12.23573686,Sandstone,FALSE
0,3,2,19,9.76160342,Greywacke,FALSE
0,3,2,20,12.21689137,Sandstone,FALSE
0,3,2,22,7.698745102,Greywacke,FALSE
0,3,2,23,8.049098922,Greywacke,FALSE
0,3,2,25,14.98630076,Sandstone,FALSE
0,3,2,26,7.874597346,Greywacke,FALSE
0,3,2,29,10.35194629,Sandstone,FALSE
0,3,2,30,8.456318354,Greywacke,FALSE
0,3,2,32,7.408400963,Greywacke,FALSE
0,3,2,33,13.17186206,Sandstone,FALSE
0,3,2,35,13.61084266,Sandstone,FALSE
0,3,2,36,12.23495575,Sandstone,FALSE
0,3,2,38,10.67961672,Sandstone,FALSE
0,3,2,39,12.7770778,Sandstone,FALSE
0,3,2,42,10.48858449,Sandstone,FALSE
0,3,2,43,13.66538671,Sandstone,FALSE
0,3,2,45,12.30962894,Sandstone,FALSE
0,3,2,46,11.28395463,Sandstone,FALSE
0,3,2,48,8.01631597,Greywacke,FALSE
0,3,2,49,14.08589969,Sandstone,FALSE
0,3,2,51,11.03846777,Sandstone,FALSE
0,3,2,52,10.86614423,Sandstone,FALSE
0,3,2,55,7.553858579,Greywacke,FALSE
0,3,2,56,13.27310232,Sandstone,FALSE
0,3,2,58,11.79718395,Sandstone,FALSE
0,3,2,59,13.78900218,Sandstone,FALSE
0,3,2,61,10.74485516,Sandstone,FALSE
0,3,2,62,11.57949767,Sandstone,FALSE
0,3,2,64,13.7378607,Sandstone,FALSE
0,3,2,65,12.46560444,Sandstone,FALSE
0,3,2,68,8.867899281,Greywacke,FALSE
0,3,2,69,14.53342513,Sandstone,FALSE
0,3,2,71,14.02336551,Sandstone,FALSE
0,3,2,72,8.235098628,Greywacke,FALSE
0,3,2,74,8.516482676,Greywacke,FALSE
0,3,2,75,15.07279316,Quartz,FALSE
0,3,2,77,9.568335856,Greywacke,FALSE
0,3,2,78,7.23583334,Greywacke,FALSE
0,3,2,81,7.419576433,Greywacke,FALSE
0,3,2,82,9.160311993,Greywacke,FALSE
0,3,2,84,9.968389714,Greywacke,FALSE
0,3,2,85,9.844747713,Greywacke,FALSE
0,3,2,87,8.094996686,Greywacke,FALSE
0,3,2,88,6.806638273,Greywacke,FALSE
0,3,2,90,9.118990195,Greywacke,FALSE
0,3,2,91,14.90734823,Sandstone,FALSE
0,3,2,94,8.202353251,Greywacke,FALSE
0,3,2,95,10.70819075,Sandstone,FALSE
0,3,2,97,14.82981131,Sandstone,FALSE
0,3,2,98,10.98444613,Sandstone,FALSE
0,3,2,100,14.49387634,Sandstone,FALSE
0,3,2,101,14.82869893,Sandstone,FALSE
0,3,2,103,7.173969148,Greywacke,FALSE
0,3,2,104,14.43347962,Sandstone,FALSE
0,3,3,3,17.11783128,Quartz,TRUE
0,3,3,4,10.35610698,Sandstone,FALSE
0,3,3,6,12.93768397,Sandstone,FALSE
0,3,3,7,15.86742122,Quartz,FALSE
0,3,3,9,15.00952815,Quartz,FALSE
0,3,3,10,19.86680229,Quaternary,TRUE
0,3,3,12,11.43771906,Sandstone,FALSE
0,3,3,13,10.45106772,Sandstone,FALSE
0,3,3,16,17.84057518,Quartz,TRUE
0,3,3,17,14.32829113,Sandstone,FALSE
0,3,3,19,16.49215258,Quartz,TRUE
0,3,3,20,19.73766096,Quaternary,TRUE
0,3,3,22,12.77979111,Sandstone,FALSE
0,3,3,23,15.18732385,Quartz,FALSE
0,3,3,25,18.18793267,Quaternary,TRUE
0,3,3,26,19.0447697,Quaternary,TRUE
0,3,3,29,16.81415126,Quartz,TRUE
0,3,3,30,11.21095991,Sandstone,FALSE
0,3,3,32,16.99800637,Quartz,TRUE
0,3,3,33,16.18496913,Quartz,TRUE
0,3,3,35,15.4236407,Quartz,FALSE
0,3,3,36,16.93395001,Quartz,TRUE
0,3,3,38,19.22373584,Quaternary,TRUE
0,3,3,39,18.23400678,Quaternary,TRUE
0,3,3,42,19.04374292,Quaternary,TRUE
0,3,3,43,9.126122773,Greywacke,FALSE
0,3,3,45,17.01296974,Quartz,TRUE
0,3,3,46,10.03630851,Sandstone,FALSE
0,3,3,48,10.45464152,Sandstone,FALSE
0,3,3,49,18.43284287,Quaternary,TRUE
0,3,3,51,11.34345118,Sandstone,FALSE
0,3,3,52,9.91084866,Greywacke,FALSE
0,3,3,55,11.31472938,Sandstone,FALSE
0,3,3,56,15.53583478,Quartz,FALSE
0,3,3,58,14.27346665,Sandstone,FALSE
0,3,3,59,16.85003709,Quartz,TRUE
0,3,3,61,16.90040153,Quartz,TRUE
0,3,3,62,13.55516523,Sandstone,FALSE
0,3,3,64,18.59436368,Quaternary,TRUE
0,3,3,65,15.24207245,Quartz,FALSE
0,3,3,68,20.2830702,Quaternary,TRUE
0,3,3,69,9.624237211,Greywacke,FALSE
0,3,3,71,17.38586787,Quartz,TRUE
0,3,3,72,14.47450931,Sandstone,FALSE
0,3,3,74,14.65954202,Sandstone,FALSE
0,3,3,75,11.35799618,Sandstone,FALSE
0,3,3,77,14.43112635,Sandstone,FALSE
0,3,3,78,15.09524015,Quartz,FALSE
0,3,3,81,17.91133912,Quartz,TRUE
0,3,3,82,13.44422975,Sandstone,FALSE
0,3,3,84,18.86935758,Quaternary,TRUE
0,3,3,85,14.91967252,Sandstone,FALSE
0,3,3,87,10.05057185,Sandstone,FALSE
0,3,3,88,15.31060396,Quartz,FALSE
0,3,3,90,11.04589472,Sandstone,FALSE
0,3,3,91,17.2836742,Quartz,TRUE
0,3,3,94,12.97428815,Sandstone,FALSE
0,3,3,95,18.12051146,Quaternary,TRUE
0,3,3,97,11.75466517,Sandstone,FALSE
0,3,3,98,16.00463695,Quartz,TRUE
0,3,3,100,19.59216312,Quaternary,TRUE
0,3,3,101,11.60517607,Sandstone,FALSE
0,3,3,103,19.58806544,Quaternary,TRUE
0,3,3,104,11.1098339,Sandstone,FALSE
1,0,0,3,9.340148947,Greywacke,FALSE
1,0,0,4,11.64062838,Sandstone,FALSE
1,0,0,6,9.153321363,Greywacke,FALSE
1,0,0,7,7.882524241,Greywacke,FALSE
1,0,0,9,9.366669032,Greywacke,FALSE
1,0,0,10,14.63103966,Sandstone,FALSE
1,0,0,12,10.83955395,Sandstone,FALSE
1,0,0,13,11.34473939,Sandstone,FALSE
1,0,0,16,9.893257509,Greywacke,FALSE
1,0,0,17,12.84562677,Sandstone,FALSE
1,0,0,19,15.74609403,Quartz,FALSE
1,0,0,20,7.147574216,Greywacke,FALSE
1,0,0,22,9.709453598,Greywacke,FALSE
1,0,0,23,16.45595976,Quartz,TRUE
1,0,0,25,8.534437291,Greywacke,FALSE
1,0,0,26,12.75954867,Sandstone,FALSE
1,0,0,29,9.628107874,Greywacke,FALSE
1,0,0,30,9.836291846,Greywacke,FALSE
1,0,0,32,15.75288729,Quartz,FALSE
1,0,0,33,11.19807452,Sandstone,FALSE
1,0,0,35,8.183061542,Greywacke,FALSE
1,0,0,36,15.32224054,Quartz,FALSE
1,0,0,38,9.275126815,Greywacke,FALSE
1,0,0,39,16.57876342,Quartz,TRUE
1,0,0,42,10.83218826,Sandstone,FALSE
1,0,0,43,16.08717229,Quartz,TRUE
1,0,0,45,13.45004736,Sandstone,FALSE
1,0,0,46,16.47027869,Quartz,TRUE
1,0,0,48,10.44580066,Sandstone,FALSE
1,0,0,49,16.23533908,Quartz,TRUE
1,0,0,51,14.35100865,Sandstone,FALSE
1,0,0,52,9.140536635,Greywacke,FALSE
1,0,0,55,13.67238667,Sandstone,FALSE
1,0,0,56,13.99993326,Sandstone,FALSE
1,0,0,58,14.19027625,Sandstone,FALSE
1,0,0,59,13.11899859,Sandstone,FALSE
1,0,0,61,12.85243831,Sandstone,FALSE
1,0,0,62,10.79354635,Sandstone,FALSE
1,0,0,64,16.05795266,Quartz,TRUE
1,0,0,65,12.392161,Sandstone,FALSE
1,0,0,68,11.95268964,Sandstone,FALSE
1,0,0,69,12.63736326,Sandstone,FALSE
1,0,0,71,9.659418962,Greywacke,FALSE
1,0,0,72,16.03203714,Quartz,TRUE
1,0,0,74,9.42405554,Greywacke,FALSE
1,0,0,75,7.36849924,Greywacke,FALSE
1,0,0,77,13.09791846,Sandstone,FALSE
1,0,0,78,15.27027279,Quartz,FALSE
1,0,0,81,8.919182833,Greywacke,FALSE
1,0,0,82,12.61858875,Sandstone,FALSE
1,0,0,84,12.21847229,Sandstone,FALSE
1,0,0,85,12.72136397,Sandstone,FALSE
1,0,0,87,11.15767563,Sandstone,FALSE
1,0,0,88,14.42122062,Sandstone,FALSE
1,0,0,90,11.70368181,Sandstone,FALSE
1,0,0,91,7.247902643,Greywacke,FALSE
1,0,0,94,13.95325617,Sandstone,FALSE
1,0,0,95,7.479554032,Greywacke,FALSE
1,0,0,97,12.21366101,Sandstone,FALSE
1,0,0,98,13.8835258,Sandstone,FALSE
1,0,0,100,10.44253138,Sandstone,FALSE
1,0,0,101,13.02443448,Sandstone,FALSE
1,0,0,103,12.17659965,Sandstone,FALSE
1,0,0,104,12.97263535,Sandstone,FALSE
1,0,1,3,17.33905827,Quartz,TRUE
1,0,1,4,17.61650062,Quartz,TRUE
1,0,1,6,13.95786081,Sandstone,FALSE
1,0,1,7,17.7576779,Quartz,TRUE
1,0,1,9,9.696730702,Greywacke,FALSE
1,0,1,10,12.22205687,Sandstone,FALSE
1,0,1,12,14.51977764,Sandstone,FALSE
1,0,1,13,20.90876308,Quaternary,TRUE
1,0,1,16,17.15138915,Quartz,TRUE
1,0,1,17,22.03619407,Quaternary,TRUE
1,0,1,19,14.35406562,Sandstone,FALSE
1,0,1,20,20.30964009,Quaternary,TRUE
1,0,1,22,16.66698602,Quartz,TRUE
1,0,1,23,16.67529068,Quartz,TRUE
1,0,1,25,15.14023849,Quartz,FALSE
1,0,1,26,15.24243731,Quartz,FALSE
1,0,1,29,14.48849389,Sandstone,FALSE
1,0,1,30,18.45026349,Quaternary,TRUE
1,0,1,32,17.90608521,Quartz,TRUE
1,0,1,33,16.41861459,Quartz,TRUE
1,0,1,35,19.13497795,Quaternary,TRUE
1,0,1,36,10.7971068,Sandstone,FALSE
1,0,1,38,21.73857724,Quaternary,TRUE
1,0,1,39,17.1624274,Quartz,TRUE
1,0,1,42,11.33817139,Sandstone,FALSE
1,0,1,43,18.40067363,Quaternary,TRUE
1,0,1,45,21.99062274,Quaternary,TRUE
1,0,1,46,18.33456248,Quaternary,TRUE
1,0,1,48,14.91520423,Sandstone,FALSE
1,0,1,49,20.3229228,Quaternary,TRUE
1,0,1,51,18.98045829,Quaternary,TRUE
