i,j,k,sidx,44fa148e-fbff-4cb0-81ec-1b3fd52a2476,0418a65e-ad83-4bf4-9413-6aa4007f984b,66814097-a0fc-4109-acfd-b2e57789921a
0,2,2,29,5.6733613,Greywacke,False
0,2,2,30,9.746,Greywacke,False
0,2,2,32,5.1054363,Greywacke,False
0,2,2,33,8.581046,Greywacke,False
0,2,2,35,9.422199,Greywacke,False
0,2,2,36,5.039964,Greywacke,False
0,2,2,38,6.266676,Greywacke,False
0,2,2,39,9.118832,Greywacke,False
0,2,2,42,5.874768,Greywacke,False
0,2,2,43,5.7441044,Greywacke,False
0,2,2,45,4.4407706,Basement,False
0,2,2,46,5.804263,Greywacke,False
0,2,2,48,9.490151,Greywacke,False
0,2,2,49,5.751585,Greywacke,False
0,2,2,51,6.510134,Greywacke,False
0,2,2,52,8.584043,Greywacke,False
0,2,2,55,7.6710315,Greywacke,False
0,2,2,56,7.645622,Greywacke,False
0,2,2,58,4.60553,Basement,False
0,2,2,59,10.098883,Sandstone,False
0,2,2,61,7.80208,Greywacke,False
0,2,2,62,9.432414,Greywacke,False
0,2,2,64,7.0149918,Greywacke,False
0,2,2,65,4.5526657,Basement,False
0,2,2,68,5.8063884,Greywacke,False
0,2,2,69,8.884474,Greywacke,False
0,2,2,71,5.068246,Greywacke,False
0,2,2,72,5.4430485,Greywacke,False
0,2,2,74,4.9215536,Basement,False
0,2,2,75,10.063263,Sandstone,False
0,2,2,77,4.5520153,Basement,False
0,2,2,78,9.536691,Greywacke,False
0,2,2,81,6.387668,Greywacke,False
0,2,2,82,7.413002,Greywacke,False
0,2,2,84,7.8483214,Greywacke,False
0,2,2,85,6.714089,Greywacke,False
0,2,2,87,9.115005,Greywacke,False
0,2,2,88,5.8111005,Greywacke,False
0,2,2,90,4.396964,Basement,False
0,2,2,91,5.1325793,Greywacke,False
0,2,2,94,5.130411,Greywacke,False
0,2,2,95,6.6980624,Greywacke,False
0,2,2,97,9.236678,Greywacke,False
0,2,2,98,6.4676495,Greywacke,False
0,2,2,100,5.6952105,Greywacke,False
0,2,2,101,6.2780833,Greywacke,False
0,2,2,103,7.571946,Greywacke,False
0,2,2,104,6.7085247,Greywacke,False
0,2,3,3,5.3613915,Greywacke,False
0,2,3,4,7.9634304,Greywacke,False
0,2,3,6,3.8872545,Basement,False
0,2,3,7,5.371501,Greywacke,False
0,2,3,9,3.7018435,Basement,False
0,2,3,10,5.2106,Greywacke,False
0,2,3,12,7.691279,Greywacke,False
0,2,3,13,6.617961,Greywacke,False
0,2,3,16,6.7189207,Greywacke,False
0,2,3,17,7.2036963,Greywacke,False
0,2,3,19,7.0728855,Greywacke,False
0,2,3,20,4.7841125,Basement,False
0,2,3,22,3.545889,Basement,False
0,2,3,23,7.159798,Greywacke,False
0,2,3,25,5.682722,Greywacke,False
0,2,3,26,5.586431,Greywacke,False
0,2,3,29,4.336584,Basement,False
0,2,3,30,4.199068,Basement,False
0,2,3,32,4.6876364,Basement,False
0,2,3,33,5.6023483,Greywacke,False
0,2,3,35,5.52538,Greywacke,False
0,2,3,36,6.1788774,Greywacke,False
0,2,3,38,5.948044,Greywacke,False
0,2,3,39,5.4450765,Greywacke,False
0,2,3,42,6.852423,Greywacke,False
0,2,3,43,4.7748013,Basement,False
0,2,3,45,7.533527,Greywacke,False
0,2,3,46,3.8928778,Basement,False
0,2,3,48,5.7135544,Greywacke,False
0,2,3,49,7.2725334,Greywacke,False
0,2,3,51,6.756374,Greywacke,False
0,2,3,52,7.560984,Greywacke,False
0,2,3,55,3.9809003,Basement,False
0,2,3,56,3.91648,Basement,False
0,2,3,58,7.85748,Greywacke,False
0,2,3,59,3.7686384,Basement,False
0,2,3,61,7.5922475,Greywacke,False
0,2,3,62,5.948625,Greywacke,False
0,2,3,64,4.4528747,Basement,False
0,2,3,65,7.9272127,Greywacke,False
0,2,3,68,7.530528,Greywacke,False
0,2,3,69,4.0700135,Basement,False
0,2,3,71,6.157226,Greywacke,False
0,2,3,72,5.0716496,Greywacke,False
0,2,3,74,5.907183,Greywacke,False
0,2,3,75,7.2079844,Greywacke,False
0,2,3,77,4.7684555,Basement,False
0,2,3,78,5.291216,Greywacke,False
0,2,3,81,4.183968,Basement,False
0,2,3,82,3.9216971,Basement,False
0,2,3,84,7.3290844,Greywacke,False
0,2,3,85,3.7735956,Basement,False
0,2,3,87,6.0652423,Greywacke,False
0,2,3,88,4.3205504,Basement,False
0,2,3,90,5.2098193,Greywacke,False
0,2,3,91,3.9914253,Basement,False
0,2,3,94,6.8651676,Greywacke,False
0,2,3,95,5.9041677,Greywacke,False
0,2,3,97,4.4881783,Basement,False
0,2,3,98,5.255767,Greywacke,False
0,2,3,100,5.584108,Greywacke,False
0,2,3,101,4.0482483,Basement,False
0,2,3,103,6.422893,Greywacke,False
0,2,3,104,6.6798406,Greywacke,False
0,3,0,3,4.57106,Basement,False
0,3,0,4,6.874438,Greywacke,False
0,3,0,6,5.6866565,Greywacke,False
0,3,0,7,6.423291,Greywacke,False
0,3,0,9,5.41029,Greywacke,False
0,3,0,10,5.589386,Greywacke,False
0,3,0,12,4.4310236,Basement,False
0,3,0,13,6.522095,Greywacke,False
0,3,0,16,3.3571286,Basement,False
0,3,0,17,4.9739814,Basement,False
0,3,0,19,3.823625,Basement,False
0,3,0,20,4.978273,Basement,False
0,3,0,22,5.4822946,Greywacke,False
0,3,0,23,6.1608353,Greywacke,False
0,3,0,25,3.3392956,Basement,False
0,3,0,26,5.1538386,Greywacke,False
0,3,0,29,6.1647882,Greywacke,False
0,3,0,30,6.3309135,Greywacke,False
0,3,0,32,5.506472,Greywacke,False
0,3,0,33,4.4940143,Basement,False
0,3,0,35,5.8289423,Greywacke,False
0,3,0,36,3.7205036,Basement,False
0,3,0,38,3.8811047,Basement,False
0,3,0,39,6.555502,Greywacke,False
0,3,0,42,3.5208678,Basement,False
0,3,0,43,5.8113017,Greywacke,False
0,3,0,45,7.0202723,Greywacke,False
0,3,0,46,6.8074036,Greywacke,False
0,3,0,48,4.34582,Basement,False
0,3,0,49,5.421245,Greywacke,False
0,3,0,51,3.0951233,Basement,False
0,3,0,52,7.0533686,Greywacke,False
0,3,0,55,5.6954856,Greywacke,False
0,3,0,56,5.934958,Greywacke,False
0,3,0,58,6.6899223,Greywacke,False
0,3,0,59,3.6629078,Basement,False
0,3,0,61,5.4808474,Greywacke,False
0,3,0,62,6.672721,Greywacke,False
0,3,0,64,6.2142625,Greywacke,False
0,3,0,65,3.2197325,Basement,False
0,3,0,68,6.417119,Greywacke,False
0,3,0,69,5.183232,Greywacke,False
0,3,0,71,5.128627,Greywacke,False
0,3,0,72,6.2764983,Greywacke,False
0,3,0,74,6.82021,Greywacke,False
0,3,0,75,5.928799,Greywacke,False
0,3,0,77,5.1383157,Greywacke,False
0,3,0,78,3.2472417,Basement,False
0,3,0,81,6.424215,Greywacke,False
0,3,0,82,5.427729,Greywacke,False
0,3,0,84,5.1905603,Greywacke,False
0,3,0,85,6.719479,Greywacke,False
0,3,0,87,3.6815736,Basement,False
0,3,0,88,5.1294937,Greywacke,False
0,3,0,90,4.7180057,Basement,False
0,3,0,91,4.297633,Basement,False
0,3,0,94,4.0641055,Basement,False
0,3,0,95,4.4785805,Basement,False
0,3,0,97,4.561836,Basement,False
0,3,0,98,6.798544,Greywacke,False
0,3,0,100,5.9915423,Greywacke,False
0,3,0,101,6.0875635,Greywacke,False
0,3,0,103,6.905175,Greywacke,False
0,3,0,104,7.0068626,Greywacke,False
0,3,1,3,7.866977,Greywacke,False
0,3,1,4,5.8864346,Greywacke,False
0,3,1,6,8.676489,Greywacke,False
0,3,1,7,12.111975,Sandstone,False
0,3,1,9,5.8005095,Greywacke,False
0,3,1,10,10.186576,Sandstone,False
0,3,1,12,10.787986,Sandstone,False
0,3,1,13,7.6264896,Greywacke,False
0,3,1,16,10.611525,Sandstone,False
0,3,1,17,11.942075,Sandstone,False
0,3,1,19,8.039306,Greywacke,False
0,3,1,20,12.392812,Sandstone,False
0,3,1,22,10.29368,Sandstone,False
0,3,1,23,7.2667303,Greywacke,False
0,3,1,25,8.583872,Greywacke,False
0,3,1,26,10.957768,Sandstone,False
0,3,1,29,5.8179336,Greywacke,False
0,3,1,30,7.8486557,Greywacke,False
0,3,1,32,10.411316,Sandstone,False
0,3,1,33,11.598939,Sandstone,False
0,3,1,35,5.881813,Greywacke,False
0,3,1,36,10.67249,Sandstone,False
0,3,1,38,11.886601,Sandstone,False
0,3,1,39,6.6994786,Greywacke,False
0,3,1,42,11.199638,Sandstone,False
0,3,1,43,7.1835313,Greywacke,False
0,3,1,45,11.948406,Sandstone,False
0,3,1,46,6.6530104,Greywacke,False
0,3,1,48,6.4226317,Greywacke,False
0,3,1,49,7.604642,Greywacke,False
0,3,1,51,8.031976,Greywacke,False
0,3,1,52,11.127569,Sandstone,False
0,3,1,55,9.537109,Greywacke,False
0,3,1,56,11.957777,Sandstone,False
0,3,1,58,12.093988,Sandstone,False
0,3,1,59,7.642648,Greywacke,False
0,3,1,61,12.063453,Sandstone,False
0,3,1,62,5.8213425,Greywacke,False
0,3,1,64,6.489487,Greywacke,False
0,3,1,65,10.478028,Sandstone,False
0,3,1,68,5.974137,Greywacke,False
0,3,1,69,12.093562,Sandstone,False
0,3,1,71,11.822147,Sandstone,False
0,3,1,72,8.682436,Greywacke,False
0,3,1,74,9.379926,Greywacke,False
0,3,1,75,6.8029995,Greywacke,False
0,3,1,77,9.255028,Greywacke,False
0,3,1,78,6.530628,Greywacke,False
0,3,1,81,10.005902,Sandstone,False
0,3,1,82,7.3788333,Greywacke,False
0,3,1,84,8.565057,Greywacke,False
0,3,1,85,6.621571,Greywacke,False
0,3,1,87,7.305055,Greywacke,False
0,3,1,88,11.000404,Sandstone,False
0,3,1,90,8.968104,Greywacke,False
0,3,1,91,11.294776,Sandstone,False
0,3,1,94,12.547256,Sandstone,False
0,3,1,95,8.952335,Greywacke,False
0,3,1,97,12.58482,Sandstone,False
0,3,1,98,10.667977,Sandstone,False
0,3,1,100,10.712232,Sandstone,False
0,3,1,101,8.941992,Greywacke,False
0,3,1,103,6.177988,Greywacke,False
0,3,1,104,10.965343,Sandstone,False
0,3,2,3,8.520927,Greywacke,False
0,3,2,4,14.881119,Sandstone,False
0,3,2,6,11.930158,Sandstone,False
0,3,2,7,9.812222,Greywacke,False
0,3,2,9,8.805423,Greywacke,False
0,3,2,10,7.619655,Greywacke,False
0,3,2,12,9.912755,Greywacke,False
0,3,2,13,7.807886,Greywacke,False
0,3,2,16,12.852853,Sandstone,False
0,3,2,17,12.235737,Sandstone,False
0,3,2,19,9.761603,Greywacke,False
0,3,2,20,12.216891,Sandstone,False
0,3,2,22,7.6987453,Greywacke,False
0,3,2,23,8.049099,Greywacke,False
0,3,2,25,14.9863,Sandstone,False
0,3,2,26,7.8745975,Greywacke,False
0,3,2,29,10.351946,Sandstone,False
0,3,2,30,8.456318,Greywacke,False
0,3,2,32,7.408401,Greywacke,False
0,3,2,33,13.171862,Sandstone,False
0,3,2,35,13.610843,Sandstone,False
0,3,2,36,12.234956,Sandstone,False
0,3,2,38,10.679617,Sandstone,False
0,3,2,39,12.777078,Sandstone,False
0,3,2,42,10.4885845,Sandstone,False
0,3,2,43,13.665387,Sandstone,False
0,3,2,45,12.3096285,Sandstone,False
0,3,2,46,11.283955,Sandstone,False
0,3,2,48,8.016316,Greywacke,False
0,3,2,49,14.085899,Sandstone,False
0,3,2,51,11.038467,Sandstone,False
0,3,2,52,10.866144,Sandstone,False
0,3,2,55,7.5538588,Greywacke,False
0,3,2,56,13.273103,Sandstone,False
0,3,2,58,11.797184,Sandstone,False
0,3,2,59,13.789002,Sandstone,False
0,3,2,61,10.744855,Sandstone,False
0,3,2,62,11.579497,Sandstone,False
0,3,2,64,13.737861,Sandstone,False
0,3,2,65,12.465605,Sandstone,False
0,3,2,68,8.867899,Greywacke,False
0,3,2,69,14.533425,Sandstone,False
0,3,2,71,14.023366,Sandstone,False
0,3,2,72,8.235099,Greywacke,False
0,3,2,74,8.516482,Greywacke,False
0,3,2,75,15.072793,Quartz,False
0,3,2,77,9.568336,Greywacke,False
0,3,2,78,7.235833,Greywacke,False
0,3,2,81,7.4195766,Greywacke,False
0,3,2,82,9.160312,Greywacke,False
0,3,2,84,9.9683895,Greywacke,False
0,3,2,85,9.844748,Greywacke,False
0,3,2,87,8.094996,Greywacke,False
0,3,2,88,6.8066382,Greywacke,False
0,3,2,90,9.11899,Greywacke,False
0,3,2,91,14.907349,Sandstone,False
0,3,2,94,8.2023535,Greywacke,False
0,3,2,95,10.708191,Sandstone,False
0,3,2,97,14.829811,Sandstone,False
0,3,2,98,10.984447,Sandstone,False
0,3,2,100,14.493876,Sandstone,False
0,3,2,101,14.828699,Sandstone,False
0,3,2,103,7.1739693,Greywacke,False
0,3,2,104,14.433479,Sandstone,False
0,3,3,3,17.117832,Quartz,True
0,3,3,4,10.356107,Sandstone,False
0,3,3,6,12.937684,Sandstone,False
0,3,3,7,15.867421,Quartz,False
0,3,3,9,15.009528,Quartz,False
0,3,3,10,19.866802,Quaternary,True
0,3,3,12,11.437719,Sandstone,False
0,3,3,13,10.451068,Sandstone,False
0,3,3,16,17.840574,Quartz,True
0,3,3,17,14.328291,Sandstone,False
0,3,3,19,16.492153,Quartz,True
0,3,3,20,19.737661,Quaternary,True
0,3,3,22,12.779791,Sandstone,False
0,3,3,23,15.187324,Quartz,False
0,3,3,25,18.187933,Quaternary,True
0,3,3,26,19.04477,Quaternary,True
0,3,3,29,16.814152,Quartz,True
0,3,3,30,11.210959,Sandstone,False
0,3,3,32,16.998007,Quartz,True
0,3,3,33,16.184969,Quartz,True
0,3,3,35,15.42364,Quartz,False
0,3,3,36,16.93395,Quartz,True
0,3,3,38,19.223736,Quaternary,True
0,3,3,39,18.234007,Quaternary,True
0,3,3,42,19.043743,Quaternary,True
0,3,3,43,9.126122,Greywacke,False
0,3,3,45,17.01297,Quartz,True
0,3,3,46,10.036308,Sandstone,False
0,3,3,48,10.454641,Sandstone,False
0,3,3,49,18.432842,Quaternary,True
0,3,3,51,11.3434515,Sandstone,False
0,3,3,52,9.910849,Greywacke,False
0,3,3,55,11.31473,Sandstone,False
0,3,3,56,15.535834,Quartz,False
0,3,3,58,14.273467,Sandstone,False
0,3,3,59,16.850037,Quartz,True
0,3,3,61,16.900402,Quartz,True
0,3,3,62,13.555165,Sandstone,False
0,3,3,64,18.594364,Quaternary,True
0,3,3,65,15.242072,Quartz,False
0,3,3,68,20.28307,Quaternary,True
0,3,3,69,9.624237,Greywacke,False
0,3,3,71,17.385868,Quartz,True
0,3,3,72,14.474509,Sandstone,False
0,3,3,74,14.659542,Sandstone,False
0,3,3,75,11.357996,Sandstone,False
0,3,3,77,14.431127,Sandstone,False
0,3,3,78,15.095241,Quartz,False
0,3,3,81,17.911339,Quartz,True
0,3,3,82,13.44423,Sandstone,False
0,3,3,84,18.869358,Quaternary,True
0,3,3,85,14.919673,Sandstone,False
0,3,3,87,10.050571,Sandstone,False
0,3,3,88,15.310604,Quartz,False
0,3,3,90,11.045895,Sandstone,False
0,3,3,91,17.283674,Quartz,True
0,3,3,94,12.974288,Sandstone,False
0,3,3,95,18.120512,Quaternary,True
0,3,3,97,11.754665,Sandstone,False
0,3,3,98,16.004637,Quartz,True
0,3,3,100,19.592163,Quaternary,True
0,3,3,101,11.605176,Sandstone,False
0,3,3,103,19.588066,Quaternary,True
0,3,3,104,11.109834,Sandstone,False
1,0,0,3,9.340149,Greywacke,False
1,0,0,4,11.640629,Sandstone,False
1,0,0,6,9.153321,Greywacke,False
1,0,0,7,7.882524,Greywacke,False
1,0,0,9,9.366669,Greywacke,False
1,0,0,10,14.63104,Sandstone,False
1,0,0,12,10.839554,Sandstone,False
1,0,0,13,11.344739,Sandstone,False
1,0,0,16,9.893257,Greywacke,False
1,0,0,17,12.845627,Sandstone,False
1,0,0,19,15.746094,Quartz,False
1,0,0,20,7.1475744,Greywacke,False
1,0,0,22,9.709454,Greywacke,False
1,0,0,23,16.45596,Quartz,True
1,0,0,25,8.534437,Greywacke,False
1,0,0,26,12.759549,Sandstone,False
1,0,0,29,9.628108,Greywacke,False
1,0,0,30,9.836292,Greywacke,False
1,0,0,32,15.752888,Quartz,False
1,0,0,33,11.198074,Sandstone,False
1,0,0,35,8.183062,Greywacke,False
1,0,0,36,15.322241,Quartz,False
1,0,0,38,9.275126,Greywacke,False
1,0,0,39,16.578764,Quartz,True
1,0,0,42,10.832189,Sandstone,False
1,0,0,43,16.087172,Quartz,True
1,0,0,45,13.4500475,Sandstone,False
1,0,0,46,16.470278,Quartz,True
1,0,0,48,10.445801,Sandstone,False
1,0,0,49,16.235338,Quartz,True
1,0,0,51,14.351008,Sandstone,False
1,0,0,52,9.140536,Greywacke,False
1,0,0,55,13.672387,Sandstone,False
1,0,0,56,13.999933,Sandstone,False
1,0,0,58,14.190276,Sandstone,False
1,0,0,59,13.118999,Sandstone,False
1,0,0,61,12.852438,Sandstone,False
1,0,0,62,10.793547,Sandstone,False
1,0,0,64,16.057953,Quartz,True
1,0,0,65,12.392161,Sandstone,False
1,0,0,68,11.952689,Sandstone,False
1,0,0,69,12.637363,Sandstone,False
1,0,0,71,9.659419,Greywacke,False
1,0,0,72,16.032038,Quartz,True
1,0,0,74,9.424055,Greywacke,False
1,0,0,75,7.3684993,Greywacke,False
1,0,0,77,13.0979185,Sandstone,False
1,0,0,78,15.270273,Quartz,False
1,0,0,81,8.919183,Greywacke,False
1,0,0,82,12.618588,Sandstone,False
1,0,0,84,12.2184725,Sandstone,False
1,0,0,85,12.721364,Sandstone,False
1,0,0,87,11.157676,Sandstone,False
1,0,0,88,14.421221,Sandstone,False
1,0,0,90,11.703682,Sandstone,False
1,0,0,91,7.247903,Greywacke,False
1,0,0,94,13.953257,Sandstone,False
1,0,0,95,7.479554,Greywacke,False
1,0,0,97,12.213661,Sandstone,False
1,0,0,98,13.883526,Sandstone,False
1,0,0,100,10.442532,Sandstone,False
1,0,0,101,13.024434,Sandstone,False
1,0,0,103,12.1765995,Sandstone,False
1,0,0,104,12.972635,Sandstone,False
1,0,1,3,17.339058,Quartz,True
1,0,1,4,17.6165,Quartz,True
1,0,1,6,13.957861,Sandstone,False
1,0,1,7,17.757677,Quartz,True
1,0,1,9,9.696731,Greywacke,False
1,0,1,10,12.222057,Sandstone,False
1,0,1,12,14.519777,Sandstone,False
1,0,1,13,20.908764,Quaternary,True
1,0,1,16,17.15139,Quartz,True
1,0,1,17,22.036194,Quaternary,True
1,0,1,19,14.354066,Sandstone,False
1,0,1,20,20.30964,Quaternary,True
1,0,1,22,16.666986,Quartz,True
1,0,1,23,16.675291,Quartz,True
1,0,1,25,15.140239,Quartz,False
1,0,1,26,15.242437,Quartz,False
1,0,1,29,14.488494,Sandstone,False
1,0,1,30,18.450264,Quaternary,True
1,0,1,32,17.906086,Quartz,True
1,0,1,33,16.418615,Quartz,True
1,0,1,35,19.134977,Quaternary,True
1,0,1,36,10.797107,Sandstone,False
1,0,1,38,21.738577,Quaternary,True
1,0,1,39,17.162428,Quartz,True
1,0,1,42,11.338171,Sandstone,False
1,0,1,43,18.400673,Quaternary,True
1,0,1,45,21.990623,Quaternary,True
1,0,1,46,18.334562,Quaternary,True
1,0,1,48,14.915204,Sandstone,False
1,0,1,49,20.322924,Quaternary,True
1,0,1,51,18.98046,Quaternary,True
1,0,1,52,18.670317,Quaternary,True
1,0,1,55,20.24133,Quaternary,True
1,0,1,56,18.916777,Quaternary,True
1,0,1,58,18.755766,Quaternary,True
1,0,1,59,19.757023,Quaternary,True
1,0,1,61,16.11186,Quartz,True
1,0,1,62,20.897335,Quaternary,True
1,0,1,64,11.612643,Sandstone,False
1,0,1,65,18.524908,Quaternary,True
1,0,1,68,10.952976,Sandstone,False
1,0,1,69,16.396986,Quartz,True
1,0,1,71,15.22886,Quartz,False
1,0,1,72,17.072645,Quartz,True
1,0,1,74,18.869959,Quaternary,True
1,0,1,75,20.259504,Quaternary,True
1,0,1,77,12.450699,Sandstone,False
1,0,1,78,12.450933,Sandstone,False
1,0,1,81,10.942879,Sandstone,False
1,0,1,82,10.990976,Sandstone,False
1,0,1,84,19.706417,Quaternary,True
1,0,1,85,13.760305,Sandstone,False
1,0,1,87,16.221987,Quartz,True
1,0,1,88,10.34753,Sandstone,False
1,0,1,90,9.801249,Greywacke,False
1,0,1,91,13.861714,Sandstone,False
1,0,1,94,19.298418,Quaternary,True
1,0,1,95,12.24369,Sandstone,False
1,0,1,97,17.211983,Quartz,True
1,0,1,98,14.680872,Sandstone,False
1,0,1,100,9.695728,Greywacke,False
1,0,1,101,19.710684,Quaternary,True
1,0,1,103,16.16891,Quartz,True
1,0,1,104,17.12058,Quartz,True
1,0,2,3,11.497426,Sandstone,False
1,0,2,4,9.355029,Greywacke,False
1,0,2,6,7.8037214,Greywacke,False
1,0,2,7,6.320141,Greywacke,False
1,0,2,9,9.083254,Greywacke,False
1,0,2,10,6.9928827,Greywacke,False
1,0,2,12,9.719434,Greywacke,False
1,0,2,13,9.7100725,Greywacke,False
1,0,2,16,6.034349,Greywacke,False
1,0,2,17,13.1028595,Sandstone,False
1,0,2,19,7.9477816,Greywacke,False
1,0,2,20,13.692384,Sandstone,False
1,0,2,22,11.323745,Sandstone,False
1,0,2,23,12.661797,Sandstone,False
1,0,2,25,8.795581,Greywacke,False
1,0,2,26,6.0990515,Greywacke,False
1,0,2,29,8.44449,Greywacke,False
1,0,2,30,8.045989,Greywacke,False
1,0,2,32,10.227456,Sandstone,False
1,0,2,33,6.346575,Greywacke,False
1,0,2,35,6.7737885,Greywacke,False
1,0,2,36,9.583414,Greywacke,False
1,0,2,38,7.419963,Greywacke,False
1,0,2,39,7.1964746,Greywacke,False
1,0,2,42,8.830777,Greywacke,False
1,0,2,43,7.2253604,Greywacke,False
1,0,2,45,10.78528,Sandstone,False
1,0,2,46,7.337815,Greywacke,False
1,0,2,48,11.959277,Sandstone,False
1,0,2,49,9.18958,Greywacke,False
1,0,2,51,7.2019486,Greywacke,False
1,0,2,52,7.78278,Greywacke,False
1,0,2,55,8.961472,Greywacke,False
1,0,2,56,9.750172,Greywacke,False
1,0,2,58,11.634676,Sandstone,False
1,0,2,59,10.405789,Sandstone,False
1,0,2,61,11.239431,Sandstone,False
1,0,2,62,7.4009275,Greywacke,False
1,0,2,64,11.865793,Sandstone,False
1,0,2,65,10.234749,Sandstone,False
1,0,2,68,10.566339,Sandstone,False
1,0,2,69,10.931023,Sandstone,False
1,0,2,71,6.836448,Greywacke,False
1,0,2,72,7.309978,Greywacke,False
1,0,2,74,8.016532,Greywacke,False
1,0,2,75,9.58244,Greywacke,False
1,0,2,77,13.347278,Sandstone,False
1,0,2,78,12.644696,Sandstone,False
1,0,2,81,8.516662,Greywacke,False
1,0,2,82,7.020124,Greywacke,False
1,0,2,84,10.895725,Sandstone,False
1,0,2,85,9.367094,Greywacke,False
1,0,2,87,10.226971,Sandstone,False
1,0,2,88,6.0789685,Greywacke,False
1,0,2,90,8.73386,Greywacke,False
1,0,2,91,7.4261284,Greywacke,False
1,0,2,94,11.247431,Sandstone,False
1,0,2,95,13.102148,Sandstone,False
1,0,2,97,7.80397,Greywacke,False
1,0,2,98,8.831311,Greywacke,False
1,0,2,100,10.48384,Sandstone,False
1,0,2,101,11.868626,Sandstone,False
1,0,2,103,10.270546,Sandstone,False
1,0,2,104,10.02827,Sandstone,False
1,0,3,3,5.831757,Greywacke,False
1,0,3,4,6.093111,Greywacke,False
1,0,3,6,9.136907,Greywacke,False
1,0,3,7,6.4388695,Greywacke,False
1,0,3,9,5.3352823,Greywacke,False
1,0,3,10,5.997679,Greywacke,False
1,0,3,12,7.8939266,Greywacke,False
1,0,3,13,5.3054247,Greywacke,False
1,0,3,16,6.747268,Greywacke,False
1,0,3,17,5.0455356,Greywacke,False
1,0,3,19,6.133901,Greywacke,False
1,0,3,20,4.9144206,Basement,False
1,0,3,22,8.691896,Greywacke,False
1,0,3,23,7.809544,Greywacke,False
1,0,3,25,8.259593,Greywacke,False
1,0,3,26,9.5142,Greywacke,False
1,0,3,29,8.186069,Greywacke,False
1,0,3,30,6.252348,Greywacke,False
1,0,3,32,8.654329,Greywacke,False
1,0,3,33,10.000882,Sandstone,False
1,0,3,35,5.5173254,Greywacke,False
1,0,3,36,7.0840445,Greywacke,False
1,0,3,38,5.115083,Greywacke,False
1,0,3,39,6.7578077,Greywacke,False
1,0,3,42,8.464374,Greywacke,False
1,0,3,43,6.550733,Greywacke,False
1,0,3,45,8.787053,Greywacke,False
1,0,3,46,7.1575713,Greywacke,False
1,0,3,48,5.6078744,Greywacke,False
1,0,3,49,4.6429677,Basement,False
1,0,3,51,7.63033,Greywacke,False
1,0,3,52,4.736541,Basement,False
1,0,3,55,7.173093,Greywacke,False
1,0,3,56,8.993227,Greywacke,False
1,0,3,58,6.0557556,Greywacke,False
1,0,3,59,5.2057247,Greywacke,False
1,0,3,61,6.465825,Greywacke,False
1,0,3,62,5.0352416,Greywacke,False
1,0,3,64,4.489605,Basement,False
1,0,3,65,4.8953843,Basement,False
1,0,3,68,5.542003,Greywacke,False
1,0,3,69,4.5278654,Basement,False
1,0,3,71,7.861241,Greywacke,False
1,0,3,72,6.8541293,Greywacke,False
1,0,3,74,5.346443,Greywacke,False
1,0,3,75,9.434808,Greywacke,False
1,0,3,77,8.449538,Greywacke,False
1,0,3,78,6.0026712,Greywacke,False
1,0,3,81,9.359329,Greywacke,False
1,0,3,82,9.097055,Greywacke,False
1,0,3,84,6.6486735,Greywacke,False
1,0,3,85,6.0557766,Greywacke,False
1,0,3,87,5.7753167,Greywacke,False
1,0,3,88,5.6027403,Greywacke,False
1,0,3,90,6.7473645,Greywacke,False
1,0,3,91,5.0840144,Greywacke,False
1,0,3,94,8.140356,Greywacke,False
1,0,3,95,5.9338984,Greywacke,False
1,0,3,97,8.633186,Greywacke,False
1,0,3,98,9.756119,Greywacke,False
1,0,3,100,6.042819,Greywacke,False
1,0,3,101,5.205537,Greywacke,False
1,0,3,103,10.178595,Sandstone,False
1,0,3,104,6.7716093,Greywacke,False
1,1,0,3,5.161856,Greywacke,False
1,1,0,4,4.3465905,Basement,False
1,1,0,6,5.772754,Greywacke,False
1,1,0,7,3.2256846,Basement,False
1,1,0,9,4.473141,Basement,False
1,1,0,10,6.754961,Greywacke,False
1,1,0,12,7.163624,Greywacke,False
1,1,0,13,3.3921635,Basement,False
1,1,0,16,4.0601497,Basement,False
1,1,0,17,3.2039974,Basement,False
1,1,0,19,5.0117908,Greywacke,False
1,1,0,20,4.0070844,Basement,False
1,1,0,22,5.600607,Greywacke,False
1,1,0,23,4.5973887,Basement,False
1,1,0,25,3.93816,Basement,False
1,1,0,26,6.320119,Greywacke,False
1,1,0,29,4.0673103,Basement,False
1,1,0,30,6.441366,Greywacke,False
1,1,0,32,4.7348194,Basement,False
1,1,0,33,3.6889904,Basement,False
1,1,0,35,5.436031,Greywacke,False
1,1,0,36,5.064946,Greywacke,False
1,1,0,38,6.1571884,Greywacke,False
1,1,0,39,4.4672623,Basement,False
1,1,0,42,4.3966703,Basement,False
1,1,0,43,5.2679048,Greywacke,False
1,1,0,45,6.777489,Greywacke,False
1,1,0,46,5.7597294,Greywacke,False
1,1,0,48,4.538559,Basement,False
1,1,0,49,6.013788,Greywacke,False
1,1,0,51,6.8265176,Greywacke,False
1,1,0,52,6.4752703,Greywacke,False
1,1,0,55,6.070554,Greywacke,False
1,1,0,56,5.2196426,Greywacke,False
1,1,0,58,4.4689875,Basement,False
1,1,0,59,6.35908,Greywacke,False
1,1,0,61,3.7069037,Basement,False
1,1,0,62,4.3618336,Basement,False
1,1,0,64,3.5046158,Basement,False
