x,y,z,68002a18-5f56-57d2-e6c3-5dd87d3b7ad9,688d284c-d2be-5219-b38a-0712a8fa6058,a88f0e41-2dda-6417-3fce-69f19eeabe29,a1757e57-3fd4-0e65-87fd-bfa98abc3caa
10585,100635,455,MV,0,100,All Blocks
10595,100635,455,MV,0,100,All Blocks
10605,100635,455,MV,0,100,All Blocks
10615,100635,455,MV,0,100,All Blocks
10625,100635,455,MV,0,100,All Blocks
10635,100635,455,MV,0,100,All Blocks
10645,100635,455,MV,0,100,All Blocks
10655,100635,455,MV,0,100,All Blocks
10665,100635,455,MV,0,100,All Blocks
10675,100635,455,MV,0,100,All Blocks
10685,100635,455,MV,0,100,All Blocks
10695,100635,455,MV,0,100,All Blocks
10705,100635,455,MV,0,100,All Blocks
10715,100635,455,MV,0,100,All Blocks
10725,100635,455,MV,0,100,All Blocks
10735,100635,455,MV,0,100,All Blocks
10745,100635,455,MV,0,100,All Blocks
10555,100645,455,MV,0,100,All Blocks
10565,100645,455,MV,0,100,All Blocks
10575,100645,455,MV,0,100,All Blocks
10585,100645,455,MV,0,100,All Blocks
10595,100645,455,MV,0,100,All Blocks
10605,100645,455,MV,0,100,All Blocks
10615,100645,455,MV,0,100,All Blocks
10625,100645,455,MV,0,100,All Blocks
10635,100645,455,MV,0,100,All Blocks
10645,100645,455,MV,0,100,All Blocks
10655,100645,455,MV,0,100,All Blocks
10665,100645,455,MV,0,100,All Blocks
10675,100645,455,MV,0,100,All Blocks
10685,100645,455,MV,0,100,All Blocks
10695,100645,455,MV,0,100,All Blocks
10705,100645,455,MV,0,100,All Blocks
10715,100645,455,MV,0,100,All Blocks
10725,100645,455,MV,0,100,All Blocks
10735,100645,455,MV,0,100,All Blocks
10745,100645,455,MV,0,100,All Blocks
10555,100655,455,MV,0,100,All Blocks
10565,100655,455,MV,0,100,All Blocks
10575,100655,455,MV,0,100,All Blocks
10585,100655,455,MV,0,100,All Blocks
10595,100655,455,MV,0,100,All Blocks
10605,100655,455,MV,0,100,All Blocks
10615,100655,455,MV,0,100,All Blocks
10625,100655,455,MV,0,100,All Blocks
10635,100655,455,MV,0,100,All Blocks
10645,100655,455,MV,0,100,All Blocks
10655,100655,455,MV,0,100,All Blocks
10665,100655,455,MV,0,100,All Blocks
10675,100655,455,MV,0,100,All Blocks
10685,100655,455,MV,0,100,All Blocks
10695,100655,455,MV,0,100,All Blocks
10705,100655,455,MV,0,100,All Blocks
10715,100655,455,MV,0,100,All Blocks
10725,100655,455,MV,0,100,All Blocks
10735,100655,455,MV,0,100,All Blocks
10745,100655,455,MV,0,100,All Blocks
10555,100665,455,MV,0,100,All Blocks
10565,100665,455,MV,0,100,All Blocks
10575,100665,455,MV,0,100,All Blocks
10585,100665,455,MV,0,100,All Blocks
10595,100665,455,MV,0,100,All Blocks
10605,100665,455,MV,0,100,All Blocks
10615,100665,455,MV,0,100,All Blocks
10625,100665,455,MV,0,100,All Blocks
10635,100665,455,MV,0,100,All Blocks
10645,100665,455,MV,0,100,All Blocks
10655,100665,455,MV,0,100,All Blocks
10665,100665,455,MV,0,100,All Blocks
10675,100665,455,MV,0,100,All Blocks
10685,100665,455,MV,0,100,All Blocks
10695,100665,455,MV,0,100,All Blocks
10705,100665,455,MV,0,100,All Blocks
10715,100665,455,MV,0,100,All Blocks
10725,100665,455,MV,0,100,All Blocks
10735,100665,455,MV,0,100,All Blocks
10745,100665,455,MV,0,100,All Blocks
10555,100675,455,MV,0,100,All Blocks
10565,100675,455,MV,0,100,All Blocks
10575,100675,455,MV,0,100,All Blocks
10585,100675,455,MV,0,100,All Blocks
10595,100675,455,MV,0,100,All Blocks
10605,100675,455,MV,0,100,All Blocks
10615,100675,455,MV,0,100,All Blocks
10625,100675,455,MV,0,100,All Blocks
10635,100675,455,MV,0,100,All Blocks
10645,100675,455,MV,0,100,All Blocks
10655,100675,455,MV,0,100,All Blocks
10665,100675,455,MV,0,100,All Blocks
10675,100675,455,MV,0,100,All Blocks
10685,100675,455,MV,0,100,All Blocks
10695,100675,455,MV,0,100,All Blocks
10705,100675,455,MV,0,100,All Blocks
10715,100675,455,MV,0,100,All Blocks
10725,100675,455,MV,0,100,All Blocks
10735,100675,455,MV,0,100,All Blocks
10745,100675,455,MV,0,100,All Blocks
10555,100685,455,MV,0,100,All Blocks
10565,100685,455,MV,0,100,All Blocks
10575,100685,455,MV,0,100,All Blocks
10585,100685,455,MV,0,100,All Blocks
10595,100685,455,MV,0,100,All Blocks
10605,100685,455,MV,0,100,All Blocks
10615,100685,455,MV,0,100,All Blocks
10625,100685,455,MV,0,100,All Blocks
10635,100685,455,MV,1,99,All Blocks
10645,100685,455,MV,8,92,All Blocks
10655,100685,455,MV,0,100,All Blocks
10665,100685,455,MV,0,100,All Blocks
10675,100685,455,MV,0,100,All Blocks
10685,100685,455,MV,0,100,All Blocks
10695,100685,455,MV,0,100,All Blocks
10705,100685,455,MV,0,100,All Blocks
10715,100685,455,MV,0,100,All Blocks
10725,100685,455,MV,0,100,All Blocks
10735,100685,455,MV,0,100,All Blocks
10745,100685,455,MV,0,100,All Blocks
10555,100695,455,MV,0,100,All Blocks
10565,100695,455,MV,0,100,All Blocks
10575,100695,455,MV,0,100,All Blocks
10585,100695,455,MV,0,100,All Blocks
10595,100695,455,MV,0,100,All Blocks
10605,100695,455,MV,0,100,All Blocks
10615,100695,455,MV,0,100,All Blocks
10625,100695,455,MV,0,100,All Blocks
10635,100695,455,MV,0,100,All Blocks
10645,100695,455,MV,0.7,99.3,All Blocks
10655,100695,455,MV,0,100,All Blocks
10665,100695,455,MV,0,100,All Blocks
10675,100695,455,MV,0,100,All Blocks
10685,100695,455,MV,0,100,All Blocks
10695,100695,455,MV,0,100,All Blocks
10705,100695,455,MV,0,100,All Blocks
10715,100695,455,MV,1.9,98.1,All Blocks
10725,100695,455,MV,29.9,70.1,All Blocks
10735,100695,455,MV,18.8,81.2,All Blocks
10745,100695,455,MV,0,100,All Blocks
10555,100705,455,MV,0,100,All Blocks
10565,100705,455,MV,0,100,All Blocks
10575,100705,455,MV,0,100,All Blocks
10585,100705,455,MV,0,100,All Blocks
10595,100705,455,MV,0,100,All Blocks
10605,100705,455,MV,0,100,All Blocks
10615,100705,455,MV,0,100,All Blocks
10625,100705,455,MV,0,100,All Blocks
10635,100705,455,MV,0,100,All Blocks
10645,100705,455,MV,0,100,All Blocks
10655,100705,455,MV,0,100,All Blocks
10665,100705,455,MV,0,100,All Blocks
10675,100705,455,MV,0,100,All Blocks
10685,100705,455,MV,0,100,All Blocks
10695,100705,455,MV,0,100,All Blocks
10705,100705,455,MV,5.2,94.8,All Blocks
10715,100705,455,MV,34,66,All Blocks
10725,100705,455,LMS1,89.3,10.7,All Blocks
10735,100705,455,LMS1,85.5,14.5,All Blocks
10745,100705,455,MV,2.5,97.5,All Blocks
10555,100715,455,MV,0,100,All Blocks
10565,100715,455,MV,0,100,All Blocks
10575,100715,455,MV,0,100,All Blocks
10585,100715,455,MV,0,100,All Blocks
10595,100715,455,MV,0,100,All Blocks
10605,100715,455,MV,0,100,All Blocks
10615,100715,455,MV,0,100,All Blocks
10625,100715,455,MV,0,100,All Blocks
10635,100715,455,MV,0,100,All Blocks
10645,100715,455,MV,0,100,All Blocks
10655,100715,455,MV,0,100,All Blocks
10665,100715,455,MV,0,100,All Blocks
10675,100715,455,MV,0,100,All Blocks
10685,100715,455,MV,0,100,All Blocks
10695,100715,455,MV,0,100,All Blocks
10705,100715,455,MV,1,99,All Blocks
10715,100715,455,MV,41.8,58.2,All Blocks
10725,100715,455,LMS1,98.9,1.1,All Blocks
10735,100715,455,LMS1,100,0,All Blocks
10745,100715,455,MV,32.5,67.5,All Blocks
10555,100725,455,MV,0,100,All Blocks
10565,100725,455,MV,0,100,All Blocks
10575,100725,455,MV,0,100,All Blocks
10585,100725,455,MV,0,100,All Blocks
10595,100725,455,MV,0,100,All Blocks
10605,100725,455,MV,0,100,All Blocks
10615,100725,455,MV,0,100,All Blocks
10625,100725,455,MV,0,100,All Blocks
10635,100725,455,MV,0,100,All Blocks
10645,100725,455,MV,0,100,All Blocks
10655,100725,455,MV,0.1,99.9,All Blocks
10665,100725,455,MV,5.5,94.5,All Blocks
10675,100725,455,MV,0.4,99.6,All Blocks
10685,100725,455,MV,0,100,All Blocks
10695,100725,455,MV,0,100,All Blocks
10705,100725,455,MV,0,100,All Blocks
10715,100725,455,MV,35.5,64.5,All Blocks
10725,100725,455,LMS1,100,0,All Blocks
10735,100725,455,LMS1,100,0,All Blocks
10745,100725,455,LMS1,54.7,45.3,All Blocks
10555,100735,455,MV,0,100,All Blocks
10565,100735,455,MV,0,100,All Blocks
10575,100735,455,MV,0,100,All Blocks
10585,100735,455,MV,0,100,All Blocks
10595,100735,455,MV,0,100,All Blocks
10605,100735,455,MV,0,100,All Blocks
10615,100735,455,MV,0,100,All Blocks
10625,100735,455,MV,0,100,All Blocks
10635,100735,455,MV,0,100,All Blocks
10645,100735,455,MV,0,100,All Blocks
10655,100735,455,MV,27.1,72.9,All Blocks
10665,100735,455,LMS1,83.8,16.2,All Blocks
10675,100735,455,MV,35.7,64.3,All Blocks
10685,100735,455,MV,0,100,All Blocks
10695,100735,455,MV,0,100,All Blocks
10705,100735,455,MV,0.2,99.8,All Blocks
10715,100735,455,LMS1,68.4,31.6,All Blocks
10725,100735,455,LMS1,100,0,All Blocks
10735,100735,455,LMS1,100,0,All Blocks
10745,100735,455,LMS1,60.6,39.4,All Blocks
10555,100745,455,MV,0,100,All Blocks
10565,100745,455,MV,0,100,All Blocks
10575,100745,455,MV,0,100,All Blocks
10585,100745,455,MV,0,100,All Blocks
10595,100745,455,MV,0,100,All Blocks
10605,100745,455,MV,0,100,All Blocks
10615,100745,455,MV,0,100,All Blocks
10625,100745,455,MV,0,100,All Blocks
10635,100745,455,MV,0,100,All Blocks
10645,100745,455,MV,0,100,All Blocks
10655,100745,455,LMS1,58,42,All Blocks
10665,100745,455,LMS1,100,0,All Blocks
10675,100745,455,LMS1,67.8,32.2,All Blocks
10685,100745,455,MV,1.6,98.4,All Blocks
10695,100745,455,MV,0,100,All Blocks
10705,100745,455,MV,2.9,97.1,All Blocks
10715,100745,455,LMS1,89,11,All Blocks
10725,100745,455,LMS1,100,0,All Blocks
10735,100745,455,LMS1,92.1,7.9,All Blocks
10745,100745,455,MV,37.4,62.6,All Blocks
10555,100555,465,MV,0,100,All Blocks
10565,100555,465,MV,0,100,All Blocks
10575,100555,465,MV,0,100,All Blocks
10585,100555,465,MV,0,100,All Blocks
10595,100555,465,MV,0,100,All Blocks
10605,100555,465,MV,0,100,All Blocks
10615,100555,465,MV,0,100,All Blocks
10625,100555,465,MV,0,100,All Blocks
10635,100555,465,MV,0,100,All Blocks
10645,100555,465,MV,0,100,All Blocks
10655,100555,465,MV,0,100,All Blocks
10665,100555,465,MV,0,100,All Blocks
10675,100555,465,MV,0,100,All Blocks
10685,100555,465,MV,0,100,All Blocks
10695,100555,465,MV,0,100,All Blocks
10705,100555,465,MV,0,100,All Blocks
10715,100555,465,MV,0,100,All Blocks
10725,100555,465,MV,0,100,All Blocks
10735,100555,465,MV,0,100,All Blocks
10745,100555,465,MV,0,100,All Blocks
10555,100565,465,MV,0,100,All Blocks
10565,100565,465,MV,0,100,All Blocks
10575,100565,465,MV,0,100,All Blocks
10585,100565,465,MV,0,100,All Blocks
10595,100565,465,MV,0,100,All Blocks
10605,100565,465,MV,0,100,All Blocks
10615,100565,465,MV,0,100,All Blocks
10625,100565,465,MV,0,100,All Blocks
10635,100565,465,MV,0,100,All Blocks
10645,100565,465,MV,0,100,All Blocks
10655,100565,465,MV,0,100,All Blocks
10665,100565,465,MV,0,100,All Blocks
10675,100565,465,MV,0,100,All Blocks
10685,100565,465,MV,0,100,All Blocks
10695,100565,465,MV,0,100,All Blocks
10705,100565,465,MV,0,100,All Blocks
10715,100565,465,MV,0,100,All Blocks
10725,100565,465,MV,0,100,All Blocks
10735,100565,465,MV,0,100,All Blocks
10745,100565,465,MV,0,100,All Blocks
10555,100575,465,MV,0,100,All Blocks
10565,100575,465,MV,0,100,All Blocks
10575,100575,465,MV,0,100,All Blocks
10585,100575,465,MV,0,100,All Blocks
10595,100575,465,MV,0,100,All Blocks
10605,100575,465,MV,0,100,All Blocks
10615,100575,465,MV,0,100,All Blocks
10625,100575,465,MV,0,100,All Blocks
10635,100575,465,MV,0,100,All Blocks
10645,100575,465,MV,0,100,All Blocks
10655,100575,465,MV,0,100,All Blocks
10665,100575,465,MV,0,100,All Blocks
10675,100575,465,MV,0,100,All Blocks
10685,100575,465,MV,0,100,All Blocks
10695,100575,465,MV,0,100,All Blocks
10705,100575,465,MV,0,100,All Blocks
10715,100575,465,MV,0,100,All Blocks
10725,100575,465,MV,0,100,All Blocks
10735,100575,465,MV,0,100,All Blocks
10745,100575,465,MV,0,100,All Blocks
10555,100585,465,MV,0,100,All Blocks
10565,100585,465,MV,0,100,All Blocks
10575,100585,465,MV,0,100,All Blocks
10585,100585,465,MV,0,100,All Blocks
10595,100585,465,MV,0,100,All Blocks
10605,100585,465,MV,0,100,All Blocks
10615,100585,465,MV,0,100,All Blocks
10625,100585,465,MV,0,100,All Blocks
10635,100585,465,MV,0,100,All Blocks
10645,100585,465,MV,0,100,All Blocks
10655,100585,465,MV,0,100,All Blocks
10665,100585,465,MV,0,100,All Blocks
10675,100585,465,MV,0,100,All Blocks
10685,100585,465,MV,0,100,All Blocks
10695,100585,465,MV,0,100,All Blocks
10705,100585,465,MV,0,100,All Blocks
10715,100585,465,MV,0,100,All Blocks
10725,100585,465,MV,0,100,All Blocks
10735,100585,465,MV,0,100,All Blocks
10745,100585,465,MV,0,100,All Blocks
10555,100595,465,MV,0,100,All Blocks
10565,100595,465,MV,0,100,All Blocks
10575,100595,465,MV,0,100,All Blocks
10585,100595,465,MV,0,100,All Blocks
10595,100595,465,MV,0,100,All Blocks
10605,100595,465,MV,0,100,All Blocks
10615,100595,465,MV,0,100,All Blocks
10625,100595,465,MV,0,100,All Blocks
10635,100595,465,MV,0,100,All Blocks
10645,100595,465,MV,0,100,All Blocks
10655,100595,465,MV,0,100,All Blocks
10665,100595,465,MV,0,100,All Blocks
10675,100595,465,MV,0,100,All Blocks
10685,100595,465,MV,0,100,All Blocks
10695,100595,465,MV,0,100,All Blocks
10705,100595,465,MV,0,100,All Blocks
10715,100595,465,MV,0,100,All Blocks
10725,100595,465,MV,0,100,All Blocks
10735,100595,465,MV,0,100,All Blocks
10745,100595,465,MV,0,100,All Blocks
10555,100605,465,MV,0,100,All Blocks
10565,100605,465,MV,0,100,All Blocks
10575,100605,465,MV,0,100,All Blocks
10585,100605,465,MV,0,100,All Blocks
10595,100605,465,MV,0,100,All Blocks
10605,100605,465,MV,0,100,All Blocks
10615,100605,465,MV,0,100,All Blocks
10625,100605,465,MV,0,100,All Blocks
10635,100605,465,MV,0,100,All Blocks
10645,100605,465,MV,0,100,All Blocks
10655,100605,465,MV,0,100,All Blocks
10665,100605,465,MV,0,100,All Blocks
10675,100605,465,MV,0,100,All Blocks
10685,100605,465,MV,0,100,All Blocks
10695,100605,465,MV,0,100,All Blocks
10705,100605,465,MV,0,100,All Blocks
10715,100605,465,MV,0,100,All Blocks
10725,100605,465,MV,0,100,All Blocks
10735,100605,465,MV,0,100,All Blocks
10745,100605,465,MV,0,100,All Blocks
10555,100615,465,MV,0,100,All Blocks
10565,100615,465,MV,0,100,All Blocks
10575,100615,465,MV,0,100,All Blocks
10585,100615,465,MV,0,100,All Blocks
10595,100615,465,MV,0,100,All Blocks
10605,100615,465,MV,0,100,All Blocks
10615,100615,465,MV,0,100,All Blocks
10625,100615,465,MV,0,100,All Blocks
10635,100615,465,MV,0,100,All Blocks
10645,100615,465,MV,0,100,All Blocks
10655,100615,465,MV,0,100,All Blocks
10665,100615,465,MV,0,100,All Blocks
10675,100615,465,MV,0,100,All Blocks
10685,100615,465,MV,0,100,All Blocks
10695,100615,465,MV,0,100,All Blocks
10705,100615,465,MV,0,100,All Blocks
10715,100615,465,MV,0,100,All Blocks
10725,100615,465,MV,0,100,All Blocks
10735,100615,465,MV,0,100,All Blocks
10745,100615,465,MV,0,100,All Blocks
10555,100625,465,MV,0,100,All Blocks
10565,100625,465,MV,0,100,All Blocks
10575,100625,465,MV,0,100,All Blocks
10585,100625,465,MV,0,100,All Blocks
10595,100625,465,MV,0,100,All Blocks
10605,100625,465,MV,0,100,All Blocks
10615,100625,465,MV,0,100,All Blocks
10625,100625,465,MV,0,100,All Blocks
10635,100625,465,MV,0,100,All Blocks
10645,100625,465,MV,0,100,All Blocks
10655,100625,465,MV,0,100,All Blocks
10665,100625,465,MV,0,100,All Blocks
10675,100625,465,MV,0,100,All Blocks
10685,100625,465,MV,0,100,All Blocks
10695,100625,465,MV,0,100,All Blocks
10705,100625,465,MV,0,100,All Blocks
10715,100625,465,MV,0,100,All Blocks
10725,100625,465,MV,0,100,All Blocks
10735,100625,465,MV,0,100,All Blocks
10745,100625,465,MV,0,100,All Blocks
10555,100635,465,MV,0,100,All Blocks
10565,100635,465,MV,0,100,All Blocks
10575,100635,465,MV,0,100,All Blocks
10585,100635,465,MV,0,100,All Blocks
10595,100635,465,MV,0,100,All Blocks
10605,100635,465,MV,0,100,All Blocks
10615,100635,465,MV,0,100,All Blocks
10625,100635,465,MV,0,100,All Blocks
10635,100635,465,MV,0,100,All Blocks
10645,100635,465,MV,0,100,All Blocks
10655,100635,465,MV,0,100,All Blocks
10665,100635,465,MV,0,100,All Blocks
10675,100635,465,MV,0,100,All Blocks
10685,100635,465,MV,0,100,All Blocks
10695,100635,465,MV,0,100,All Blocks
10705,100635,465,MV,0,100,All Blocks
10715,100635,465,MV,0,100,All Blocks
10725,100635,465,MV,0,100,All Blocks
10735,100635,465,MV,0,100,All Blocks
10745,100635,465,MV,0,100,All Blocks
10555,100645,465,MV,0,100,All Blocks
10565,100645,465,MV,0,100,All Blocks
10575,100645,465,MV,0,100,All Blocks
10585,100645,465,MV,0,100,All Blocks
10595,100645,465,MV,0,100,All Blocks
10605,100645,465,MV,0,100,All Blocks
10615,100645,465,MV,0,100,All Blocks
10625,100645,465,MV,0,100,All Blocks
10635,100645,465,MV,0,100,All Blocks
10645,100645,465,MV,0,100,All Blocks
10655,100645,465,MV,0,100,All Blocks
10665,100645,465,MV,0,100,All Blocks
10675,100645,465,MV,0,100,All Blocks
10685,100645,465,MV,0,100,All Blocks
10695,100645,465,MV,0,100,All Blocks
10705,100645,465,MV,0,100,All Blocks
10715,100645,465,MV,0,100,All Blocks
10725,100645,465,MV,0,100,All Blocks
10735,100645,465,MV,0,100,All Blocks
10745,100645,465,MV,0,100,All Blocks
10555,100655,465,MV,0,100,All Blocks
10565,100655,465,MV,0,100,All Blocks
10575,100655,465,MV,0,100,All Blocks
10585,100655,465,MV,0,100,All Blocks
10595,100655,465,MV,0,100,All Blocks
10605,100655,465,MV,0,100,All Blocks
10615,100655,465,MV,0,100,All Blocks
10625,100655,465,MV,0,100,All Blocks
10635,100655,465,MV,2.9,97.1,All Blocks
10645,100655,465,MV,0.3,99.7,All Blocks
10655,100655,465,MV,0,100,All Blocks
10665,100655,465,MV,0,100,All Blocks
10675,100655,465,MV,0,100,All Blocks
10685,100655,465,MV,0,100,All Blocks
10695,100655,465,MV,0,100,All Blocks
10705,100655,465,MV,0,100,All Blocks
10715,100655,465,MV,0,100,All Blocks
10725,100655,465,MV,0,100,All Blocks
10735,100655,465,MV,0,100,All Blocks
10745,100655,465,MV,0,100,All Blocks
10555,100665,465,MV,0,100,All Blocks
10565,100665,465,MV,0,100,All Blocks
10575,100665,465,MV,0,100,All Blocks
10585,100665,465,MV,0,100,All Blocks
10595,100665,465,MV,0,100,All Blocks
10605,100665,465,MV,0,100,All Blocks
10615,100665,465,MV,0,100,All Blocks
10625,100665,465,MV,0,100,All Blocks
10635,100665,465,MV,23.3,76.7,All Blocks
10645,100665,465,MV,6.7,93.3,All Blocks
10655,100665,465,MV,0,100,All Blocks
10665,100665,465,MV,0,100,All Blocks
10675,100665,465,MV,0,100,All Blocks
10685,100665,465,MV,0,100,All Blocks
10695,100665,465,MV,0,100,All Blocks
10705,100665,465,MV,0,100,All Blocks
10715,100665,465,MV,0,100,All Blocks
10725,100665,465,MV,0,100,All Blocks
10735,100665,465,MV,0,100,All Blocks
10745,100665,465,MV,0,100,All Blocks
10555,100675,465,MV,0,100,All Blocks
10565,100675,465,MV,0,100,All Blocks
10575,100675,465,MV,0,100,All Blocks
10585,100675,465,MV,0,100,All Blocks
10595,100675,465,MV,0,100,All Blocks
10605,100675,465,MV,0,100,All Blocks
10615,100675,465,MV,0,100,All Blocks
10625,100675,465,MV,0,100,All Blocks
10635,100675,465,MV,1.9,98.1,All Blocks
10645,100675,465,MV,1.6,98.4,All Blocks
10655,100675,465,MV,0,100,All Blocks
10665,100675,465,MV,0,100,All Blocks
10675,100675,465,MV,0,100,All Blocks
10685,100675,465,MV,0,100,All Blocks
10695,100675,465,MV,0,100,All Blocks
10705,100675,465,MV,0,100,All Blocks
10715,100675,465,MV,0,100,All Blocks
10725,100675,465,MV,0,100,All Blocks
10735,100675,465,MV,0,100,All Blocks
10745,100675,465,MV,0,100,All Blocks
10555,100685,465,MV,0,100,All Blocks
10565,100685,465,MV,0,100,All Blocks
10575,100685,465,MV,0,100,All Blocks
10585,100685,465,MV,0,100,All Blocks
10595,100685,465,MV,0,100,All Blocks
10605,100685,465,MV,0,100,All Blocks
10615,100685,465,MV,0,100,All Blocks
10625,100685,465,MV,0,100,All Blocks
10635,100685,465,MV,6.4,93.6,All Blocks
10645,100685,465,MV,33.5,66.5,All Blocks
10655,100685,465,MV,0,100,All Blocks
10665,100685,465,MV,0,100,All Blocks
10675,100685,465,MV,1.2,98.8,All Blocks
10685,100685,465,MV,2.7,97.3,All Blocks
10695,100685,465,MV,0,100,All Blocks
10705,100685,465,MV,0,100,All Blocks
10715,100685,465,MV,0,100,All Blocks
10725,100685,465,MV,0,100,All Blocks
10735,100685,465,MV,0.7,99.3,All Blocks
10745,100685,465,MV,0,100,All Blocks
10555,100695,465,MV,0,100,All Blocks
10565,100695,465,MV,0,100,All Blocks
10575,100695,465,MV,0,100,All Blocks
10585,100695,465,MV,0,100,All Blocks
10595,100695,465,MV,0,100,All Blocks
10605,100695,465,MV,0,100,All Blocks
10615,100695,465,MV,0,100,All Blocks
10625,100695,465,MV,0,100,All Blocks
10635,100695,465,MV,0,100,All Blocks
10645,100695,465,MV,4,96,All Blocks
10655,100695,465,MV,0,100,All Blocks
10665,100695,465,MV,0,100,All Blocks
10675,100695,465,MV,1.6,98.4,All Blocks
10685,100695,465,MV,18.1,81.9,All Blocks
10695,100695,465,MV,13.9,86.1,All Blocks
10705,100695,465,MV,7.2,92.8,All Blocks
10715,100695,465,MV,34.7,65.3,All Blocks
10725,100695,465,LMS1,75,25,All Blocks
10735,100695,465,LMS1,43,57,All Blocks
10745,100695,465,MV,0,100,All Blocks
10555,100705,465,MV,0,100,All Blocks
10565,100705,465,MV,0,100,All Blocks
10575,100705,465,MV,0,100,All Blocks
10585,100705,465,MV,0,100,All Blocks
10595,100705,465,MV,0,100,All Blocks
10605,100705,465,MV,0,100,All Blocks
10615,100705,465,MV,0,100,All Blocks
10625,100705,465,MV,0,100,All Blocks
10635,100705,465,MV,0,100,All Blocks
10645,100705,465,MV,0,100,All Blocks
10655,100705,465,MV,0,100,All Blocks
10665,100705,465,MV,0,100,All Blocks
10675,100705,465,MV,0,100,All Blocks
10685,100705,465,MV,1.3,98.7,All Blocks
10695,100705,465,MV,19.6,80.4,All Blocks
10705,100705,465,LMS1,83.4,16.6,All Blocks
10715,100705,465,LMS1,100,0,All Blocks
10725,100705,465,LMS1,100,0,All Blocks
10735,100705,465,LMS1,62.9,37.1,All Blocks
10745,100705,465,MV,0,100,All Blocks
10555,100715,465,MV,0,100,All Blocks
10565,100715,465,MV,0,100,All Blocks
10575,100715,465,MV,0,100,All Blocks
10585,100715,465,MV,0,100,All Blocks
10595,100715,465,MV,0,100,All Blocks
10605,100715,465,MV,0,100,All Blocks
10615,100715,465,MV,0,100,All Blocks
10625,100715,465,MV,0,100,All Blocks
10635,100715,465,MV,0,100,All Blocks
10645,100715,465,MV,0,100,All Blocks
10655,100715,465,MV,3.8,96.2,All Blocks
10665,100715,465,MV,6.4,93.6,All Blocks
10675,100715,465,MV,0,100,All Blocks
10685,100715,465,MV,0,100,All Blocks
10695,100715,465,MV,11.2,88.8,All Blocks
10705,100715,465,LMS1,76.8,23.2,All Blocks
10715,100715,465,LMS1,100,0,All Blocks
10725,100715,465,LMS1,100,0,All Blocks
10735,100715,465,LMS1,86.2,13.8,All Blocks
10745,100715,465,MV,2.6,97.4,All Blocks
10555,100725,465,MV,0,100,All Blocks
10565,100725,465,MV,0,100,All Blocks
10575,100725,465,MV,0,100,All Blocks
10585,100725,465,MV,0,100,All Blocks
10595,100725,465,MV,0,100,All Blocks
10605,100725,465,MV,0,100,All Blocks
10615,100725,465,MV,0,100,All Blocks
10625,100725,465,MV,0,100,All Blocks
10635,100725,465,MV,0,100,All Blocks
10645,100725,465,MV,0,100,All Blocks
10655,100725,465,MV,35.4,64.6,All Blocks
10665,100725,465,LMS1,81.8,18.2,All Blocks
10675,100725,465,MV,34.7,65.3,All Blocks
10685,100725,465,MV,4.3,95.7,All Blocks
10695,100725,465,MV,8.2,91.8,All Blocks
10705,100725,465,LMS1,60.2,39.8,All Blocks
10715,100725,465,LMS1,99,1,All Blocks
10725,100725,465,LMS1,100,0,All Blocks
10735,100725,465,LMS1,75.1,24.9,All Blocks
10745,100725,465,MV,2.9,97.1,All Blocks
10555,100735,465,MV,0,100,All Blocks
10565,100735,465,MV,0,100,All Blocks
10575,100735,465,MV,0,100,All Blocks
10585,100735,465,MV,0,100,All Blocks
10595,100735,465,MV,0,100,All Blocks
10605,100735,465,MV,0,100,All Blocks
10615,100735,465,MV,0,100,All Blocks
10625,100735,465,MV,0,100,All Blocks
10635,100735,465,MV,0,100,All Blocks
10645,100735,465,MV,0,100,All Blocks
10655,100735,465,LMS1,56.5,43.5,All Blocks
10665,100735,465,LMS1,100,0,All Blocks
10675,100735,465,LMS1,96.1,3.9,All Blocks
10685,100735,465,LMS1,50.7,49.3,All Blocks
10695,100735,465,MV,30.9,69.1,All Blocks
10705,100735,465,LMS1,61.5,38.5,All Blocks
10715,100735,465,LMS1,100,0,All Blocks
10725,100735,465,LMS1,99.3,0.7,All Blocks
10735,100735,465,MV,48.4,51.6,All Blocks
10745,100735,465,MV,0.4,99.6,All Blocks
10555,100745,465,MV,0,100,All Blocks
10565,100745,465,MV,0,100,All Blocks
10575,100745,465,MV,0,100,All Blocks
10585,100745,465,MV,0,100,All Blocks
10595,100745,465,MV,0,100,All Blocks
10605,100745,465,MV,0,100,All Blocks
10615,100745,465,MV,0,100,All Blocks
10625,100745,465,MV,0,100,All Blocks
10635,100745,465,MV,0,100,All Blocks
10645,100745,465,MV,0,100,All Blocks
10655,100745,465,MV,47.3,52.7,All Blocks
10665,100745,465,LMS1,100,0,All Blocks
10675,100745,465,LMS1,100,0,All Blocks
10685,100745,465,LMS1,82.5,17.5,All Blocks
10695,100745,465,LMS1,60.1,39.9,All Blocks
10705,100745,465,LMS1,72.1,27.9,All Blocks
10715,100745,465,LMS1,99.5,0.5,All Blocks
10725,100745,465,LMS1,78.4,21.6,All Blocks
10735,100745,465,MV,16.2,83.8,All Blocks
10745,100745,465,MV,0,100,All Blocks
10555,100555,475,MV,0,100,All Blocks
10565,100555,475,MV,0,100,All Blocks
10575,100555,475,MV,0,100,All Blocks
10585,100555,475,MV,0,100,All Blocks
10595,100555,475,MV,0,100,All Blocks
